Temperature	Pressure	Property	Source	Model
319.660000	51.584191	  Spinodal	    Madrid+Princeton	 TIP4P2005
170.000000	112.380800	  Spinodal	      Madrid+Princeton	 TIP4P2005
175.000000	121.978980	  Spinodal	      Madrid+Princeton	 TIP4P2005
180.000000	89.695510	  Spinodal	      Madrid+Princeton	 TIP4P2005
185.000000	72.207480	  Spinodal	      Madrid+Princeton	 TIP4P2005
190.000000	58.119820	  Spinodal	      Madrid+Princeton	 TIP4P2005
195.000000	51.997430	  Spinodal	      Madrid+Princeton	 TIP4P2005
200.000000	38.504050	  Spinodal	      Madrid+Princeton	 TIP4P2005
205.000000	30.557220	  Spinodal	      Madrid+Princeton	 TIP4P2005
210.000000	14.971100	  Spinodal	      Madrid+Princeton	 TIP4P2005
215.000000	9.820180	  Spinodal	      Madrid+Princeton	 TIP4P2005
220.000000	7.279780	  Spinodal	      Madrid+Princeton	 TIP4P2005
225.000000	3.211470	  Spinodal	      Madrid+Princeton	 TIP4P2005
230.000000	5.940410	  Spinodal	      Madrid+Princeton	 TIP4P2005
235.000000	5.901460	  Spinodal	      Madrid+Princeton	 TIP4P2005
240.000000	8.992500	  Spinodal	      Madrid+Princeton	 TIP4P2005
245.000000	8.435660	  Spinodal	      Madrid+Princeton	 TIP4P2005
250.000000	7.529540	  Spinodal	      Madrid+Princeton	 TIP4P2005
255.000000	8.048340	  Spinodal	      Madrid+Princeton	 TIP4P2005
260.000000	7.884180	  Spinodal	      Madrid+Princeton	 TIP4P2005
265.000000	9.999180	  Spinodal	      Madrid+Princeton	 TIP4P2005
270.000000	8.977870	  Spinodal	      Madrid+Princeton	 TIP4P2005
275.000000	7.781250	  Spinodal	      Madrid+Princeton	 TIP4P2005
280.000000	7.857270	  Spinodal	      Madrid+Princeton	 TIP4P2005
285.000000	8.423920	  Spinodal	      Madrid+Princeton	 TIP4P2005
290.000000	6.909210	  Spinodal	      Madrid+Princeton	 TIP4P2005
295.000000	6.752590	  Spinodal	      Madrid+Princeton	 TIP4P2005
300.000000	6.306400	  Spinodal	      Madrid+Princeton	 TIP4P2005
305.000000	5.768910	  Spinodal	      Madrid+Princeton	 TIP4P2005
310.000000	6.248770	  Spinodal	      Madrid+Princeton	 TIP4P2005
315.000000	7.056350	  Spinodal	      Madrid+Princeton	 TIP4P2005
320.000000	6.889200	  Spinodal	      Madrid+Princeton	 TIP4P2005
325.000000	7.592430	  Spinodal	      Madrid+Princeton	 TIP4P2005
330.000000	8.447430	  Spinodal	      Madrid+Princeton	 TIP4P2005
335.000000	10.805600	  Spinodal	      Madrid+Princeton	 TIP4P2005
340.000000	11.879350	  Spinodal	      Madrid+Princeton	 TIP4P2005
345.000000	13.539700	  Spinodal	      Madrid+Princeton	 TIP4P2005
350.000000	15.289120	  Spinodal	      Madrid+Princeton	 TIP4P2005
180.000000	-0.000000	  Spinodal	     TSEOS	 TIP4P2005
181.000000	-0.000000	  Spinodal	     TSEOS	 TIP4P2005
182.000000	0.000000	  Spinodal	     TSEOS	 TIP4P2005
183.000000	0.000000	  Spinodal	     TSEOS	 TIP4P2005
184.000000	0.000000	  Spinodal	     TSEOS	 TIP4P2005
185.000000	0.000000	  Spinodal	     TSEOS	 TIP4P2005
186.000000	0.000000	  Spinodal	     TSEOS	 TIP4P2005
187.000000	0.000000	  Spinodal	     TSEOS	 TIP4P2005
188.000000	0.000000	  Spinodal	     TSEOS	 TIP4P2005
189.000000	0.000000	  Spinodal	     TSEOS	 TIP4P2005
190.000000	0.000000	  Spinodal	     TSEOS	 TIP4P2005
191.000000	0.000000	  Spinodal	     TSEOS	 TIP4P2005
192.000000	0.000000	  Spinodal	     TSEOS	 TIP4P2005
193.000000	0.000000	  Spinodal	     TSEOS	 TIP4P2005
194.000000	0.000000	  Spinodal	     TSEOS	 TIP4P2005
195.000000	0.000000	  Spinodal	     TSEOS	 TIP4P2005
196.000000	0.000000	  Spinodal	     TSEOS	 TIP4P2005
197.000000	0.000000	  Spinodal	     TSEOS	 TIP4P2005
198.000000	0.000000	  Spinodal	     TSEOS	 TIP4P2005
199.000000	0.000000	  Spinodal	     TSEOS	 TIP4P2005
200.000000	0.000000	  Spinodal	     TSEOS	 TIP4P2005
201.000000	0.000000	  Spinodal	     TSEOS	 TIP4P2005
202.000000	-0.000000	  Spinodal	     TSEOS	 TIP4P2005
203.000000	0.000000	  Spinodal	     TSEOS	 TIP4P2005
204.000000	0.000000	  Spinodal	     TSEOS	 TIP4P2005
205.000000	0.000000	  Spinodal	     TSEOS	 TIP4P2005
206.000000	-0.000000	  Spinodal	     TSEOS	 TIP4P2005
207.000000	0.000000	  Spinodal	     TSEOS	 TIP4P2005
208.000000	0.000000	  Spinodal	     TSEOS	 TIP4P2005
209.000000	0.000000	  Spinodal	     TSEOS	 TIP4P2005
210.000000	0.000000	  Spinodal	     TSEOS	 TIP4P2005
211.000000	0.000000	  Spinodal	     TSEOS	 TIP4P2005
212.000000	0.000000	  Spinodal	     TSEOS	 TIP4P2005
213.000000	-0.000000	  Spinodal	     TSEOS	 TIP4P2005
214.000000	-0.000000	  Spinodal	     TSEOS	 TIP4P2005
215.000000	0.000000	  Spinodal	     TSEOS	 TIP4P2005
216.000000	0.000000	  Spinodal	     TSEOS	 TIP4P2005
217.000000	0.000000	  Spinodal	     TSEOS	 TIP4P2005
218.000000	0.000000	  Spinodal	     TSEOS	 TIP4P2005
219.000000	0.000000	  Spinodal	     TSEOS	 TIP4P2005
220.000000	0.000000	  Spinodal	     TSEOS	 TIP4P2005
221.000000	-0.000000	  Spinodal	     TSEOS	 TIP4P2005
