Temperature	Pressure	Property	Source	Model
-0.149347	0.963480	      Tmin	     TSEOS	 TIP4P2005
-0.148523	0.964964	      Tmin	     TSEOS	 TIP4P2005
-0.147695	0.966447	      Tmin	     TSEOS	 TIP4P2005
-0.146864	0.967927	      Tmin	     TSEOS	 TIP4P2005
-0.146029	0.969405	      Tmin	     TSEOS	 TIP4P2005
-0.145190	0.970882	      Tmin	     TSEOS	 TIP4P2005
-0.144348	0.972356	      Tmin	     TSEOS	 TIP4P2005
-0.143503	0.973828	      Tmin	     TSEOS	 TIP4P2005
-0.142653	0.975299	      Tmin	     TSEOS	 TIP4P2005
-0.141800	0.976768	      Tmin	     TSEOS	 TIP4P2005
-0.140943	0.978234	      Tmin	     TSEOS	 TIP4P2005
-0.140083	0.979699	      Tmin	     TSEOS	 TIP4P2005
-0.139219	0.981162	      Tmin	     TSEOS	 TIP4P2005
-0.138351	0.982622	      Tmin	     TSEOS	 TIP4P2005
-0.137479	0.984081	      Tmin	     TSEOS	 TIP4P2005
-0.136603	0.985538	      Tmin	     TSEOS	 TIP4P2005
-0.135723	0.986993	      Tmin	     TSEOS	 TIP4P2005
-0.134840	0.988446	      Tmin	     TSEOS	 TIP4P2005
-0.133952	0.989897	      Tmin	     TSEOS	 TIP4P2005
-0.133061	0.991346	      Tmin	     TSEOS	 TIP4P2005
-0.132165	0.992793	      Tmin	     TSEOS	 TIP4P2005
-0.131266	0.994238	      Tmin	     TSEOS	 TIP4P2005
-0.130363	0.995682	      Tmin	     TSEOS	 TIP4P2005
-0.129455	0.997123	      Tmin	     TSEOS	 TIP4P2005
-0.128544	0.998563	      Tmin	     TSEOS	 TIP4P2005
-0.127628	1.000000	      Tmin	     TSEOS	 TIP4P2005
-0.126708	1.001436	      Tmin	     TSEOS	 TIP4P2005
-0.125784	1.002869	      Tmin	     TSEOS	 TIP4P2005
-0.124855	1.004301	      Tmin	     TSEOS	 TIP4P2005
-0.123923	1.005731	      Tmin	     TSEOS	 TIP4P2005
-0.122986	1.007158	      Tmin	     TSEOS	 TIP4P2005
-0.122044	1.008584	      Tmin	     TSEOS	 TIP4P2005
-0.121099	1.010008	      Tmin	     TSEOS	 TIP4P2005
-0.120149	1.011430	      Tmin	     TSEOS	 TIP4P2005
-0.119194	1.012850	      Tmin	     TSEOS	 TIP4P2005
-0.118235	1.014268	      Tmin	     TSEOS	 TIP4P2005
-0.117272	1.015685	      Tmin	     TSEOS	 TIP4P2005
-0.116303	1.017099	      Tmin	     TSEOS	 TIP4P2005
-0.115331	1.018511	      Tmin	     TSEOS	 TIP4P2005
-0.114353	1.019922	      Tmin	     TSEOS	 TIP4P2005
-0.113371	1.021330	      Tmin	     TSEOS	 TIP4P2005
-0.112384	1.022737	      Tmin	     TSEOS	 TIP4P2005
-0.111393	1.024141	      Tmin	     TSEOS	 TIP4P2005
-0.110396	1.025544	      Tmin	     TSEOS	 TIP4P2005
-0.109395	1.026945	      Tmin	     TSEOS	 TIP4P2005
-0.108389	1.028344	      Tmin	     TSEOS	 TIP4P2005
-0.107378	1.029741	      Tmin	     TSEOS	 TIP4P2005
-0.106362	1.031136	      Tmin	     TSEOS	 TIP4P2005
-0.105341	1.032529	      Tmin	     TSEOS	 TIP4P2005
-0.104314	1.033920	      Tmin	     TSEOS	 TIP4P2005
-0.103283	1.035309	      Tmin	     TSEOS	 TIP4P2005
-0.102246	1.036697	      Tmin	     TSEOS	 TIP4P2005
-0.101205	1.038082	      Tmin	     TSEOS	 TIP4P2005
-0.100157	1.039466	      Tmin	     TSEOS	 TIP4P2005
-0.099105	1.040847	      Tmin	     TSEOS	 TIP4P2005
-0.098047	1.042227	      Tmin	     TSEOS	 TIP4P2005
-0.246976	0.371221	      Tmin	    Madrid	 TIP4P2005
-0.275097	0.484298	      Tmin	    Madrid	 TIP4P2005
-0.220760	0.564223	      Tmin	    Madrid	 TIP4P2005
-0.190425	0.637051	      Tmin	    Madrid	 TIP4P2005
-0.165262	0.712892	      Tmin	    Madrid	 TIP4P2005
-0.085575	1.024567	      Tmin	      Evan	 TIP4P2005
-0.085730	1.006601	      Tmin	      Evan	 TIP4P2005
-0.067612	1.009018	      Tmin	      Evan	 TIP4P2005
-0.078633	0.978308	      Tmin	      Evan	 TIP4P2005
-0.104253	0.917065	      Tmin	      Evan	 TIP4P2005
-0.170850	0.793019	      Tmin	      Evan	 TIP4P2005
-0.242157	0.594819	      Tmin	      Evan	 TIP4P2005
-0.227153	0.343898	      Tmin	      Evan	 TIP4P2005
-0.467474	0.655830	     Cpmin	     TSEOS	 TIP4P2005
-0.465416	0.650271	     Cpmin	     TSEOS	 TIP4P2005
-0.463359	0.644657	     Cpmin	     TSEOS	 TIP4P2005
-0.461302	0.638988	     Cpmin	     TSEOS	 TIP4P2005
-0.459244	0.633265	     Cpmin	     TSEOS	 TIP4P2005
-0.457184	0.627489	     Cpmin	     TSEOS	 TIP4P2005
-0.455121	0.621661	     Cpmin	     TSEOS	 TIP4P2005
